"subject" "activity" "variabletype" "description" "domain" "acceleration" "instrument" "jerk" "statistic" "axis" "mean"
"9863" 25 "LAYING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.971564323013699
"9864" 25 "LAYING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.974242254520548
"9865" 25 "LAYING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.56047777609589
"9866" 25 "LAYING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.649254767945205
"9867" 25 "LAYING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.56047777609589
"9868" 25 "LAYING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.649254767945205
"9869" 25 "LAYING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.962161355890411
"9870" 25 "LAYING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.961931605342466
"9871" 25 "LAYING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.809688545342466
"9872" 25 "LAYING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.856017369726027
"9873" 25 "LAYING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.969783262465753
"9874" 25 "LAYING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.96830952260274
"9875" 25 "LAYING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.929147371232877
"9876" 25 "LAYING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.78494581909589
"9877" 25 "LAYING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.816197953561644
"9878" 25 "LAYING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.902547712465753
"9879" 25 "LAYING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.67238425569863
"9880" 25 "LAYING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.694100368012329
"9881" 25 "LAYING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.972859085753425
"9882" 25 "LAYING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.946802003561644
"9883" 25 "LAYING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.962632674520548
"9884" 25 "LAYING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.976423984657534
"9885" 25 "LAYING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.948414293561644
"9886" 25 "LAYING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.971885370136986
"9887" 25 "LAYING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.890517539315068
"9888" 25 "LAYING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.946259639315069
"9889" 25 "LAYING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.924536860547945
"9890" 25 "LAYING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.891308069041096
"9891" 25 "LAYING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.932293334794521
"9892" 25 "LAYING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.915467504246575
"9893" 25 "LAYING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.774481943616438
"9894" 25 "LAYING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.651353241643836
"9895" 25 "LAYING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.96008314739726
"9896" 25 "LAYING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.963601212876712
"9897" 25 "LAYING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.910126993561644
"9898" 25 "LAYING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.850661340684931
"9899" 25 "LAYING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.96825160890411
"9900" 25 "LAYING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.970457947534247
"9901" 26 "WALKING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.279264443728814
"9902" 26 "WALKING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0154259586949153
"9903" 26 "WALKING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.108927011474576
"9904" 26 "WALKING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.340185527559322
"9905" 26 "WALKING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.136351391645763
"9906" 26 "WALKING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.333486502542373
"9907" 26 "WALKING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.960647754576271
"9908" 26 "WALKING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.133922185084746
"9909" 26 "WALKING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.108738699508475
"9910" 26 "WALKING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.980055651016949
"9911" 26 "WALKING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.969040314237288
"9912" 26 "WALKING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.966231561694915
"9913" 26 "WALKING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0652303740728813
"9914" 26 "WALKING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.0196712144372881
"9915" 26 "WALKING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.00618305784355932
"9916" 26 "WALKING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.328452881355932
"9917" 26 "WALKING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.261863589338983
"9918" 26 "WALKING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.397483516101695
"9919" 26 "WALKING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.00334085938813559
"9920" 26 "WALKING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0841507651508475
"9921" 26 "WALKING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0851069247830508
"9922" 26 "WALKING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.492885711355932
"9923" 26 "WALKING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.57573544779661
"9924" 26 "WALKING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.354549059491525
"9925" 26 "WALKING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.099411456038983
"9926" 26 "WALKING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0456538283033898
"9927" 26 "WALKING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0492240545355932
"9928" 26 "WALKING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.417438636101695
"9929" 26 "WALKING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.587000110847458
"9930" 26 "WALKING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.485543001525424
"9931" 26 "WALKING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.223399171830508
"9932" 26 "WALKING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.421848313898305
"9933" 26 "WALKING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.223399171830508
"9934" 26 "WALKING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.421848313898305
"9935" 26 "WALKING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.290758024915254
"9936" 26 "WALKING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.279350754237288
"9937" 26 "WALKING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.392092024067797
"9938" 26 "WALKING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.538329286101695
"9939" 26 "WALKING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.51239882559322
"9940" 26 "WALKING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.603468672372881
"9941" 26 "WALKING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.321959549661017
"9942" 26 "WALKING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.146702156576271
"9943" 26 "WALKING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.33953964559322
"9944" 26 "WALKING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.34799792561017
"9945" 26 "WALKING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.185725832305085
"9946" 26 "WALKING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.384445322372881
"9947" 26 "WALKING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.36422676440678
"9948" 26 "WALKING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.298531982474576
"9949" 26 "WALKING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.398673189830508
"9950" 26 "WALKING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.351065957627119
"9951" 26 "WALKING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.271952157220339
"9952" 26 "WALKING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.396530418305085
"9953" 26 "WALKING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.368112905762712
"9954" 26 "WALKING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.56182776559322
"9955" 26 "WALKING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.318516813050847
"9956" 26 "WALKING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.532999609491525
"9957" 26 "WALKING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.587939604576271
"9958" 26 "WALKING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.426232090508475
"9959" 26 "WALKING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.379836742711864
"9960" 26 "WALKING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.537183967118644
"9961" 26 "WALKING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.293358341186441
"9962" 26 "WALKING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.268948465423729
"9963" 26 "WALKING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.551927613050847
"9964" 26 "WALKING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.60946621661017
"9965" 26 "WALKING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.619461036101695
"9966" 26 "WALKING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.612930343220339
"9967" 26 "WALKING_UPSTAIRS" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.272691394545455
"9968" 26 "WALKING_UPSTAIRS" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0281633797398182
"9969" 26 "WALKING_UPSTAIRS" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.121943461236364
"9970" 26 "WALKING_UPSTAIRS" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.169006952418182
"9971" 26 "WALKING_UPSTAIRS" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.0491726302763636
"9972" 26 "WALKING_UPSTAIRS" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.404596936545455
"9973" 26 "WALKING_UPSTAIRS" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.942095257090909
"9974" 26 "WALKING_UPSTAIRS" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.246169656181818
"9975" 26 "WALKING_UPSTAIRS" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" -0.00199310572363636
"9976" 26 "WALKING_UPSTAIRS" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.962011392181818
"9977" 26 "WALKING_UPSTAIRS" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.937858157818182
"9978" 26 "WALKING_UPSTAIRS" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.929636797636364
"9979" 26 "WALKING_UPSTAIRS" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0755645318545455
"9980" 26 "WALKING_UPSTAIRS" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.00209171684890909
"9981" 26 "WALKING_UPSTAIRS" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.0117089275472727
"9982" 26 "WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.290879965872727
"9983" 26 "WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.399771473818182
"9984" 26 "WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.677995585454545
"9985" 26 "WALKING_UPSTAIRS" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0247950825654545
"9986" 26 "WALKING_UPSTAIRS" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0657601804418182
"9987" 26 "WALKING_UPSTAIRS" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0721458973490909
"9988" 26 "WALKING_UPSTAIRS" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.550274396
"9989" 26 "WALKING_UPSTAIRS" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.603097110545455
"9990" 26 "WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.3090880546
"9991" 26 "WALKING_UPSTAIRS" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0975590199454545
"9992" 26 "WALKING_UPSTAIRS" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0386244096705455
"9993" 26 "WALKING_UPSTAIRS" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0595558392545455
"9994" 26 "WALKING_UPSTAIRS" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.515829417272727
"9995" 26 "WALKING_UPSTAIRS" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.725210290909091
"9996" 26 "WALKING_UPSTAIRS" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.556390218
"9997" 26 "WALKING_UPSTAIRS" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.142874499381818
"9998" 26 "WALKING_UPSTAIRS" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.1507071068
"9999" 26 "WALKING_UPSTAIRS" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.142874499381818
"10000" 26 "WALKING_UPSTAIRS" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.1507071068
"10001" 26 "WALKING_UPSTAIRS" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.404463896363636
"10002" 26 "WALKING_UPSTAIRS" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.334531344727273
"10003" 26 "WALKING_UPSTAIRS" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.344427047636364
"10004" 26 "WALKING_UPSTAIRS" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.514032410181818
"10005" 26 "WALKING_UPSTAIRS" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.648099850181818
"10006" 26 "WALKING_UPSTAIRS" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.661829656545455
"10007" 26 "WALKING_UPSTAIRS" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.242820756127273
"10008" 26 "WALKING_UPSTAIRS" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.185528313272727
"10009" 26 "WALKING_UPSTAIRS" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.499502759272727
"10010" 26 "WALKING_UPSTAIRS" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.142843838381818
"10011" 26 "WALKING_UPSTAIRS" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.0439473073581818
"10012" 26 "WALKING_UPSTAIRS" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.400902256363636
"10013" 26 "WALKING_UPSTAIRS" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.304540556345455
"10014" 26 "WALKING_UPSTAIRS" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.419344696
"10015" 26 "WALKING_UPSTAIRS" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.639741264909091
"10016" 26 "WALKING_UPSTAIRS" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.342075432
"10017" 26 "WALKING_UPSTAIRS" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.420055781272727
"10018" 26 "WALKING_UPSTAIRS" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.715726893818182
"10019" 26 "WALKING_UPSTAIRS" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.427686570727273
"10020" 26 "WALKING_UPSTAIRS" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.617112539636364
"10021" 26 "WALKING_UPSTAIRS" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.342703926363636
"10022" 26 "WALKING_UPSTAIRS" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.590812298
"10023" 26 "WALKING_UPSTAIRS" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.598236639818182
"10024" 26 "WALKING_UPSTAIRS" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.362052183090909
"10025" 26 "WALKING_UPSTAIRS" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.167566383372727
"10026" 26 "WALKING_UPSTAIRS" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.274226227272727
"10027" 26 "WALKING_UPSTAIRS" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.294970470909091
"10028" 26 "WALKING_UPSTAIRS" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.393715352181818
"10029" 26 "WALKING_UPSTAIRS" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.556084778181818
"10030" 26 "WALKING_UPSTAIRS" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.569632
"10031" 26 "WALKING_UPSTAIRS" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.673580662727273
"10032" 26 "WALKING_UPSTAIRS" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.669846294545455
"10033" 26 "WALKING_DOWNSTAIRS" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.2792845828
"10034" 26 "WALKING_DOWNSTAIRS" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.01262580966778
"10035" 26 "WALKING_DOWNSTAIRS" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.1064396194
"10036" 26 "WALKING_DOWNSTAIRS" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" 0.17395384962
"10037" 26 "WALKING_DOWNSTAIRS" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.011629910112
"10038" 26 "WALKING_DOWNSTAIRS" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.284807676
"10039" 26 "WALKING_DOWNSTAIRS" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.9467972718
"10040" 26 "WALKING_DOWNSTAIRS" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.0799003729
"10041" 26 "WALKING_DOWNSTAIRS" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.1539063202
"10042" 26 "WALKING_DOWNSTAIRS" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.9627219918
